"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Female","F","35-39 years","35-39",249,1490943,16.70
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Female","F","40+ years","40+",323,6954756,4.64
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","0-14 years","0-14",1,4799653,0.02
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","15-19 years","15-19",93,1519705,6.12
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","20-24 years","20-24",292,1359398,21.48
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","25-29 years","25-29",310,1194585,25.95
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","30-34 years","30-34",314,1247695,25.17
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","35-39 years","35-39",373,1320840,28.24
,"Primary and Secondary Syphilis","310","2001","2001","Black or African American","2054-5","Male","M","40+ years","40+",806,5494384,14.67
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","0-14 years","0-14",1,5302465,0.02
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","15-19 years","15-19",29,1495599,1.94
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","20-24 years","20-24",33,1574994,2.10
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","25-29 years","25-29",25,1631659,1.53
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","30-34 years","30-34",20,1558487,1.28
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","35-39 years","35-39",13,1425855,0.91
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Female","F","40+ years","40+",22,4971426,0.44
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","0-14 years","0-14",2,5550606,0.04
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","15-19 years","15-19",28,1656866,1.69
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","20-24 years","20-24",103,1942515,5.30
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","25-29 years","25-29",110,1951205,5.64
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","30-34 years","30-34",111,1790893,6.20
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","35-39 years","35-39",113,1575260,7.17
,"Primary and Secondary Syphilis","310","2001","2001","Hispanic","Hispanic","Male","M","40+ years","40+",114,4615685,2.47
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","15-19 years","15-19",18,6146996,0.29
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","20-24 years","20-24",41,5891388,0.70
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","25-29 years","25-29",30,5624916,0.53
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","30-34 years","30-34",43,6523848,0.66
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","35-39 years","35-39",50,7405701,0.68
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Female","F","40+ years","40+",60,49313869,0.12
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","15-19 years","15-19",12,6483260,0.19
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","20-24 years","20-24",70,6030066,1.16
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","25-29 years","25-29",115,5718532,2.01
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","30-34 years","30-34",181,6612637,2.74
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","35-39 years","35-39",264,7435164,3.55
,"Primary and Secondary Syphilis","310","2001","2001","White","2106-3","Male","M","40+ years","40+",438,43626677,1.00
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","0-14 years","0-14",8,4671071,0.17
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","15-19 years","15-19",163,1488818,10.95
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","20-24 years","20-24",227,1454502,15.61
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","25-29 years","25-29",159,1304305,12.19
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","30-34 years","30-34",160,1400770,11.42
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","35-39 years","35-39",180,1467557,12.27
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Female","F","40+ years","40+",267,7130165,3.74
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","0-14 years","0-14",3,4819105,0.06
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","15-19 years","15-19",88,1538182,5.72
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","20-24 years","20-24",302,1413188,21.37
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","25-29 years","25-29",304,1189263,25.56
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","30-34 years","30-34",285,1256443,22.68
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","35-39 years","35-39",355,1300754,27.29
,"Primary and Secondary Syphilis","310","2002","2002","Black or African American","2054-5","Male","M","40+ years","40+",764,5636142,13.56
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","0-14 years","0-14",1,5478261,0.02
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","15-19 years","15-19",25,1531358,1.63
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","20-24 years","20-24",28,1613300,1.74
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","25-29 years","25-29",26,1693227,1.54
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","30-34 years","30-34",19,1658389,1.15
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","35-39 years","35-39",22,1494125,1.47
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Female","F","40+ years","40+",23,5287617,0.43
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","0-14 years","0-14",1,5741406,0.02
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","15-19 years","15-19",36,1663023,2.16
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","20-24 years","20-24",113,1990267,5.68
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","25-29 years","25-29",131,2058830,6.36
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","30-34 years","30-34",158,1916766,8.24
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","35-39 years","35-39",164,1659734,9.88
,"Primary and Secondary Syphilis","310","2002","2002","Hispanic","Hispanic","Male","M","40+ years","40+",172,4946381,3.48
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","0-14 years","0-14",2,17596776,0.01
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","15-19 years","15-19",24,6232793,0.39
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","20-24 years","20-24",39,6099512,0.64
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","25-29 years","25-29",35,5574651,0.63
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","30-34 years","30-34",30,6506067,0.46
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","35-39 years","35-39",34,7209608,0.47
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Female","F","40+ years","40+",48,50313652,0.10
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","0-14 years","0-14",2,18549348,0.01
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","15-19 years","15-19",9,6590821,0.14
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","20-24 years","20-24",86,6250983,1.38
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","25-29 years","25-29",178,5669214,3.14
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","30-34 years","30-34",343,6599365,5.20
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","35-39 years","35-39",499,7242264,6.89
,"Primary and Secondary Syphilis","310","2002","2002","White","2106-3","Male","M","40+ years","40+",859,44691719,1.92
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","0-14 years","0-14",5,4656312,0.11
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","15-19 years","15-19",109,1508994,7.22
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","20-24 years","20-24",159,1477762,10.76
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","25-29 years","25-29",112,1315671,8.51
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","30-34 years","30-34",97,1391097,6.97
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","35-39 years","35-39",112,1434386,7.81
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Female","F","40+ years","40+",190,7288491,2.61
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","0-14 years","0-14",1,4807366,0.02
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","15-19 years","15-19",89,1554634,5.72
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","20-24 years","20-24",298,1461871,20.38
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","25-29 years","25-29",273,1211495,22.53
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","30-34 years","30-34",295,1251916,23.56
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","35-39 years","35-39",318,1274964,24.94
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Male","M","40+ years","40+",611,5766206,10.60
,"Primary and Secondary Syphilis","310","2003","2003","Black or African American","2054-5","Unknown","U","20-24 years","20-24",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","0-14 years","0-14",5,5683804,0.09
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","15-19 years","15-19",34,1559598,2.18
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","20-24 years","20-24",36,1669515,2.16
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","25-29 years","25-29",22,1703376,1.29
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","30-34 years","30-34",22,1654415,1.33
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","35-39 years","35-39",11,1490678,0.74
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Female","F","40+ years","40+",25,5506113,0.45
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","15-19 years","15-19",27,1681240,1.61
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","20-24 years","20-24",137,2069966,6.62
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","25-29 years","25-29",161,2088938,7.71
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","30-34 years","30-34",177,1919670,9.22
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","35-39 years","35-39",199,1679503,11.85
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","40+ years","40+",239,5179087,4.61
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2003","2003","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","15-19 years","15-19",22,6217991,0.35
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","20-24 years","20-24",39,6175198,0.63
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","25-29 years","25-29",35,5595742,0.63
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","30-34 years","30-34",38,6356227,0.60
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","35-39 years","35-39",39,6958813,0.56
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Female","F","40+ years","40+",46,50840369,0.09
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","0-14 years","0-14",1,18312575,0.01
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","15-19 years","15-19",23,6571413,0.35
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","20-24 years","20-24",149,6366814,2.34
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","25-29 years","25-29",247,5702629,4.33
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","30-34 years","30-34",451,6446886,7.00
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","35-39 years","35-39",666,7004814,9.51
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","40+ years","40+",1067,45264357,2.36
,"Primary and Secondary Syphilis","310","2003","2003","White","2106-3","Male","M","Unknown","99",2,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","0-14 years","0-14",8,4650741,0.17
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","15-19 years","15-19",95,1547322,6.14
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","20-24 years","20-24",192,1492240,12.87
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","25-29 years","25-29",109,1347767,8.09
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","30-34 years","30-34",89,1382041,6.44
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","35-39 years","35-39",95,1402971,6.77
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Female","F","40+ years","40+",198,7468717,2.65
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","0-14 years","0-14",4,4801638,0.08
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","15-19 years","15-19",106,1589379,6.67
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","20-24 years","20-24",359,1495290,24.01
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","25-29 years","25-29",393,1253431,31.35
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","30-34 years","30-34",370,1244181,29.74
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","35-39 years","35-39",362,1251669,28.92
,"Primary and Secondary Syphilis","310","2004","2004","Black or African American","2054-5","Male","M","40+ years","40+",690,5913142,11.67
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","0-14 years","0-14",1,5872885,0.02
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","15-19 years","15-19",21,1607973,1.31
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","20-24 years","20-24",31,1689012,1.84
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","25-29 years","25-29",23,1743577,1.32
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","30-34 years","30-34",22,1705169,1.29
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","35-39 years","35-39",14,1529250,0.92
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Female","F","40+ years","40+",21,5794715,0.36
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","0-14 years","0-14",1,6142405,0.02
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","15-19 years","15-19",31,1718693,1.80
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","20-24 years","20-24",149,2068729,7.20
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","25-29 years","25-29",198,2165595,9.14
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","30-34 years","30-34",198,1990676,9.95
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","35-39 years","35-39",217,1737882,12.49
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Male","M","40+ years","40+",267,5488171,4.87
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2004","2004","Hispanic","Hispanic","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","0-14 years","0-14",1,17229923,0.01
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","15-19 years","15-19",22,6264494,0.35
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","20-24 years","20-24",54,6248934,0.86
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","25-29 years","25-29",35,5690742,0.62
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","30-34 years","30-34",38,6168941,0.62
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","35-39 years","35-39",34,6732136,0.51
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Female","F","40+ years","40+",61,51387021,0.12
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","15-19 years","15-19",31,6614712,0.47
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","20-24 years","20-24",177,6478458,2.73
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","25-29 years","25-29",261,5806259,4.50
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","30-34 years","30-34",432,6259328,6.90
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","35-39 years","35-39",590,6797318,8.68
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","40+ years","40+",1236,45889045,2.69
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2004","2004","White","2106-3","Unknown","U","35-39 years","35-39",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","0-14 years","0-14",8,4611255,0.17
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","15-19 years","15-19",125,1594318,7.84
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","20-24 years","20-24",198,1492466,13.27
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","25-29 years","25-29",129,1392716,9.26
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","30-34 years","30-34",94,1356889,6.93
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","35-39 years","35-39",100,1390626,7.19
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","40+ years","40+",171,7656197,2.23
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Female","F","Unknown","99",3,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","0-14 years","0-14",2,4763090,0.04
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","15-19 years","15-19",167,1636289,10.21
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","20-24 years","20-24",441,1513382,29.14
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","25-29 years","25-29",456,1309337,34.83
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","30-34 years","30-34",425,1223187,34.75
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","35-39 years","35-39",378,1242934,30.41
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","40+ years","40+",735,6066982,12.11
,"Primary and Secondary Syphilis","310","2005","2005","Black or African American","2054-5","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","15-19 years","15-19",25,1673839,1.49
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","20-24 years","20-24",48,1690476,2.84
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","25-29 years","25-29",37,1783689,2.07
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","30-34 years","30-34",13,1742988,0.75
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","35-39 years","35-39",23,1578352,1.46
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Female","F","40+ years","40+",37,6097139,0.61
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","0-14 years","0-14",1,6301949,0.02
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","15-19 years","15-19",35,1781574,1.96
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","20-24 years","20-24",161,2034796,7.91
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","25-29 years","25-29",188,2238590,8.40
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","30-34 years","30-34",202,2049495,9.86
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","35-39 years","35-39",223,1806517,12.34
,"Primary and Secondary Syphilis","310","2005","2005","Hispanic","Hispanic","Male","M","40+ years","40+",301,5820360,5.17
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","15-19 years","15-19",29,6272140,0.46
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","20-24 years","20-24",50,6233374,0.80
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","25-29 years","25-29",31,5801085,0.53
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","30-34 years","30-34",33,5924196,0.56
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","35-39 years","35-39",48,6606065,0.73
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Female","F","40+ years","40+",72,51738155,0.14
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","15-19 years","15-19",35,6622833,0.53
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","20-24 years","20-24",221,6514536,3.39
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","25-29 years","25-29",283,5907305,4.79
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","30-34 years","30-34",425,6006519,7.08
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","35-39 years","35-39",648,6682698,9.70
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","40+ years","40+",1430,46321495,3.09
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Male","M","Unknown","99",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2005","2005","White","2106-3","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","0-14 years","0-14",9,4597734,0.20
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","15-19 years","15-19",169,1635667,10.33
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","20-24 years","20-24",219,1500737,14.59
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","25-29 years","25-29",151,1443888,10.46
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","30-34 years","30-34",97,1329517,7.30
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","35-39 years","35-39",83,1399996,5.93
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Female","F","40+ years","40+",214,7834379,2.73
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","0-14 years","0-14",3,4750675,0.06
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","15-19 years","15-19",235,1679872,13.99
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","20-24 years","20-24",608,1534546,39.62
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","25-29 years","25-29",610,1363805,44.73
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","30-34 years","30-34",374,1200952,31.14
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","35-39 years","35-39",414,1246572,33.21
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","40+ years","40+",838,6206139,13.50
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Male","M","Unknown","99",4,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","Black or African American","2054-5","Unknown","U","30-34 years","30-34",1,Not Applicable,Not Applicable
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","15-19 years","15-19",27,1747399,1.55
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","20-24 years","20-24",30,1707070,1.76
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","25-29 years","25-29",33,1833434,1.80
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","30-34 years","30-34",20,1787201,1.12
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","35-39 years","35-39",18,1640842,1.10
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Female","F","40+ years","40+",30,6397114,0.47
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","15-19 years","15-19",44,1858929,2.37
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","20-24 years","20-24",180,2028267,8.87
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","25-29 years","25-29",256,2311233,11.08
,"Primary and Secondary Syphilis","310","2006","2006","Hispanic","Hispanic","Male","M","30-34 years","30-34",210,2125834,9.88
