"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Chlamydia","274","2007","2007","Black or African American","2054-5","Unknown","U","35-39 years","35-39",9,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Black or African American","2054-5","Unknown","U","40+ years","40+",13,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Black or African American","2054-5","Unknown","U","Unknown","99",11,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","0-14 years","0-14",1485,6404679,23.19
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","15-19 years","15-19",37820,1816939,2081.52
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","20-24 years","20-24",42013,1709626,2457.44
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","25-29 years","25-29",19795,1849615,1070.22
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","30-34 years","30-34",8321,1815192,458.41
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","35-39 years","35-39",3512,1695450,207.14
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","40+ years","40+",2436,6689230,36.42
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Female","F","Unknown","99",217,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","0-14 years","0-14",216,6700214,3.22
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","15-19 years","15-19",7979,1929122,413.61
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","20-24 years","20-24",13591,1980450,686.26
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","25-29 years","25-29",7991,2325944,343.56
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","30-34 years","30-34",3576,2177384,164.23
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","35-39 years","35-39",1763,1946955,90.55
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","40+ years","40+",1545,6463511,23.90
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Male","M","Unknown","99",102,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","0-14 years","0-14",7,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",52,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",52,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",26,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",15,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",6,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","Hispanic","Hispanic","Unknown","U","Unknown","99",3,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","0-14 years","0-14",1953,17072281,11.44
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","15-19 years","15-19",67183,6431294,1044.63
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","20-24 years","20-24",73977,6384068,1158.78
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","25-29 years","25-29",25698,6277216,409.38
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","30-34 years","30-34",8144,5733523,142.04
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","35-39 years","35-39",3715,6656777,55.81
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","40+ years","40+",2829,53862586,5.25
,"Chlamydia","274","2007","2007","White","2106-3","Female","F","Unknown","99",393,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","0-14 years","0-14",153,17979419,0.85
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","15-19 years","15-19",9047,6782639,133.38
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","20-24 years","20-24",22184,6726470,329.80
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","25-29 years","25-29",11492,6369087,180.43
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","30-34 years","30-34",4441,5805331,76.50
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","35-39 years","35-39",2563,6723574,38.12
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","40+ years","40+",3655,48387823,7.55
,"Chlamydia","274","2007","2007","White","2106-3","Male","M","Unknown","99",140,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","15-19 years","15-19",51,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","20-24 years","20-24",46,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","25-29 years","25-29",16,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","35-39 years","35-39",6,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Chlamydia","274","2007","2007","White","2106-3","Unknown","U","Unknown","99",9,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","0-14 years","0-14",5694,4472733,127.31
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","15-19 years","15-19",126084,1679481,7507.32
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","20-24 years","20-24",103283,1531005,6746.09
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","25-29 years","25-29",37145,1497756,2480.04
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","30-34 years","30-34",12687,1326232,956.62
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","35-39 years","35-39",4973,1399454,355.35
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","40+ years","40+",4257,8130450,52.36
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Female","F","Unknown","99",383,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","0-14 years","0-14",877,4623583,18.97
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","15-19 years","15-19",36861,1728334,2132.75
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","20-24 years","20-24",45631,1565166,2915.41
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","25-29 years","25-29",22118,1459581,1515.37
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","30-34 years","30-34",9749,1209615,805.96
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","35-39 years","35-39",5279,1250116,422.28
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","40+ years","40+",6033,6439178,93.69
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Male","M","Unknown","99",225,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","0-14 years","0-14",5,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","15-19 years","15-19",134,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","20-24 years","20-24",142,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","25-29 years","25-29",37,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","30-34 years","30-34",15,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","35-39 years","35-39",15,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","40+ years","40+",21,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Black or African American","2054-5","Unknown","U","Unknown","99",18,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","0-14 years","0-14",1621,6717715,24.13
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","15-19 years","15-19",41683,1869373,2229.79
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","20-24 years","20-24",45273,1717210,2636.43
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","25-29 years","25-29",20850,1843606,1130.94
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","30-34 years","30-34",8902,1824648,487.88
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","35-39 years","35-39",4050,1733199,233.67
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","40+ years","40+",2743,6983465,39.28
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Female","F","Unknown","99",205,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","0-14 years","0-14",223,7024024,3.17
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","15-19 years","15-19",9166,1980860,462.73
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","20-24 years","20-24",15577,1945788,800.55
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","25-29 years","25-29",8969,2297006,390.46
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","30-34 years","30-34",3995,2216848,180.21
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","35-39 years","35-39",1987,1996915,99.50
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","40+ years","40+",1789,6792956,26.34
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Male","M","Unknown","99",93,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","0-14 years","0-14",3,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",41,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",59,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",43,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",17,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",4,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","40+ years","40+",8,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","Hispanic","Hispanic","Unknown","U","Unknown","99",5,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","0-14 years","0-14",1946,16962290,11.47
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","15-19 years","15-19",70730,6383124,1108.08
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","20-24 years","20-24",77325,6394486,1209.24
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","25-29 years","25-29",26982,6379860,422.93
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","30-34 years","30-34",8885,5750253,154.51
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","35-39 years","35-39",3900,6514488,59.87
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","40+ years","40+",3070,54274510,5.66
,"Chlamydia","274","2008","2008","White","2106-3","Female","F","Unknown","99",281,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","0-14 years","0-14",179,17855041,1.00
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","15-19 years","15-19",10062,6733047,149.44
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","20-24 years","20-24",24144,6738696,358.29
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","25-29 years","25-29",12593,6517805,193.21
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","30-34 years","30-34",4954,5823997,85.06
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","35-39 years","35-39",2752,6576300,41.85
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","40+ years","40+",3945,48839622,8.08
,"Chlamydia","274","2008","2008","White","2106-3","Male","M","Unknown","99",116,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","0-14 years","0-14",2,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","15-19 years","15-19",58,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","20-24 years","20-24",65,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","25-29 years","25-29",40,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","30-34 years","30-34",13,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","35-39 years","35-39",7,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","40+ years","40+",19,Not Applicable,Not Applicable
,"Chlamydia","274","2008","2008","White","2106-3","Unknown","U","Unknown","99",11,Not Applicable,Not Applicable
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","0-14 years","0-14",5464,4503913,121.32
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","15-19 years","15-19",128094,1685012,7601.96
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","20-24 years","20-24",107684,1580414,6813.66
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","25-29 years","25-29",37472,1517996,2468.52
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","30-34 years","30-34",13131,1365674,961.50
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","35-39 years","35-39",5054,1388287,364.05
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","40+ years","40+",4271,8266236,51.67
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Female","F","Unknown","99",476,Not Applicable,Not Applicable
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Male","M","0-14 years","0-14",851,4653745,18.29
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Male","M","15-19 years","15-19",39037,1734258,2250.93
,"Chlamydia","274","2009","2009","Black or African American","2054-5","Male","M","20-24 years","20-24",49312,1619330,3045.21
